comments,url,address,zipCode,propertyCost,forSale,leaseEndsOn,lotSize,cashOnCash,initialInvestment,year,downPayment,annualizedReturnIn5Years,schoolRatings,roofstockRatingStars,nicheRating,nicheAreaFeel,nicheRentPercent,nicheOwnPercent,nicheMedianRent,nicheMedianHomeValue,nichePopulation,zillowEstimatedValue,"zillowRentEstimatePerMonth",zillowOwnerDescription,"zillowMedianNeighborHoodHomeValue",zillowLastSoldFor,zillowLastSoldOn
,"https://www.roofstock.com/investment-property-details/orlando-florida/2724-muscatello-orlando-32837/1782601","2724 MUSCATELLO Orlando FL 32837",32837,"$269,000","For Sale",Vacant,"7,874","-5.5%","$63,487",1991,"20%","10.0%",,3.5,A-,"Dense Suburban","44%","56%","$1,379","$222,100","54,051",,,,,,
"One Tall tree is in vicinity. Powerlines are going from the lot. Needs repairs. Not selected.","https://www.roofstock.com/investment-property-details/memphis-tennessee/4955-barkshire-dr-memphis-38141/1780854","4955 Barkshire Dr Memphis TN 38141",38141,"$115,000 ","For Sale",7/31/21,"9,060","3.80%","$27,268 ",1987,"20%","11.70%","2 | 5 | 2",3,"C+",Rural,"31%","69%","$1,216 ","$94,000 ","22,340",,,,,,
,"https://www.roofstock.com/investment-property-details/birmingham-alabama/5935-shane-cir-pinson-35126/1782777","5935 Shane Cir Pinson AL 35126",35126,"$149,900","For Sale",Vacant,"15,000","10.1%","$34,428",1983,"20%","19.0%",,4.0,B-,Rural,"16%","84%","$978","$145,600","20,825",,,,,,
,"https://www.roofstock.com/investment-property-details/missouri-missouri/1363-reale-ave-saint-louis-63138/1760656","1363 Reale Ave Saint Louis MO 63138",63138,"$89,000 ","For Sale",Vacant,"6,251","6.60%","$26,471 ",1957,"20%","12.80%","3 | 2 | 1",2.5,B-,"Dense Suburban","52%","48%","$777 ","$99,800 ","18,582",,,,,,
,"https://www.roofstock.com/investment-property-details/alabama-alabama/130-general-bullard-ave-mobile-36608/1779128","130 General Bullard Ave Mobile AL 36608",36608,"$119,900",---,12/31/2020,"21,592","1.2%","$30,028",1957,"20%","11.1%","6 | 7 | 6",3.5,A,"Dense Suburban","46%","54%","$862","$159,500","35,591",,,,,,
,"https://www.roofstock.com/investment-property-details/indianapolis-indiana/2251-salem-park-dr-indianapolis-46239/1743661","2251 Salem Park Dr Indianapolis IN 46239",46239,"$174,500","For Sale",05/31/2021,"5,401","-3.5%","$38,980",2002,"20%","3.4%","4 | 3 | 2",3.0,"B+",Rural,"15%","85%","$1,023","$152,900","29,584",,,,,,
,"https://www.roofstock.com/investment-property-details/missouri-missouri/200-ben-nevis-rd-saint-louis-63137/1775999","200 Ben Nevis Rd Saint Louis MO 63137",63137,"$62,000 ","For Sale",Vacant,"6,974","8.20%","$63,074 ",1954,"100%","10.20%","1 | 1 | 1",1.5,C,"Sparse Suburban","48%","52%","$988 ","$61,300 ","20,039",,,,,,
,"https://www.roofstock.com/investment-property-details/oklahoma-oklahoma/9204-stacy-lynn-ln-yukon-73099/1710726","9204 Stacy Lynn Ln Yukon OK 73099",73099,"$202,400 ","For Sale",12/25/21,"30,000","0.00%","$45,135 ",2004,"20%","14.80%","8 | 8 | 8",5,A-,"Sparse Suburban","25%","75%","$1,051 ","$162,500 ","68,676",,,,,,
,"https://www.roofstock.com/investment-property-details/illinois-illinois/318-amhurst-dr-o-fallon-62269/1775063","318 Amhurst Dr O Fallon IL 62269",62269,"$135,900 ","For Sale",12/31/20,"7,990","3.20%","$38,095 ",1959,"20%","10.80%","7 | 8 | 9",4,A,"Sparse Suburban","28%","72%","$1,006 ","$194,600 ","32,029",,,,,,
,"https://www.roofstock.com/investment-property-details/orlando-florida/104-alcala-dr-kissimmee-34758/1782536","104 Alcala Dr Kissimmee FL 34758",34758,"$205,000","For Sale",Vacant,"10,890","-5.7%","$45,715",1996,"20%","11.2%",,3.0,B-,Rural,"31%","69%","$1,207 ","$164,200 ","41,094",,,,,,
,"https://www.roofstock.com/investment-property-details/georgia-georgia/4808-josephine-st-columbus-31907/1780003","4808 Josephine St Columbus GA 31907",31907,"$60,000","For Sale",M/M,"11,326","7.1%","$66,691",1958,"100%","6.5%","2 | 1 | 3",2.5,B-,"Sparse Suburban","45%","55%","$884","$110,000","56,663",,,,,,
,"https://www.roofstock.com/investment-property-details/illinois-illinois/19-s-56th-st-belleville-62226/1779473","19 S 56th St Belleville IL 62226",62226,"$95,000","For Sale",M/M,"10,650","7.1%","$23,582",1954,"20%","16.8%","4 | 5 | 8",3.0,A-,"Sparse Suburban","35%","65%","$817","$117,800","28,666",,,,,,
,"https://www.roofstock.com/investment-property-details/houston-texas/4541-stassen-st-houston-77051/1740275","4541 Stassen St Houston TX 77051",77051,"$130,000 ","For Sale",4/26/21,"5,000","2.80%","$28,990 ",1944,"20%","19.00%","4 | 2 | 2",1.5,"C+","Dense Suburban","59%","41%","$805 ","$76,500 ","17,052",,,,,,
,"https://www.roofstock.com/investment-property-details/oklahoma-oklahoma/1836-parkridge-dr-norman-73071/1710664","1836 Parkridge Dr Norman OK 73071",73071,"$159,940 ","For Sale",7/31/21,"6,534","0.60%","$35,667 ",2002,"20%","15.30%","2 | 4 | 9",3,A,"Dense Suburban","54%","46%","$880 ","$146,000 ","42,656",,,,,,
,"https://www.roofstock.com/investment-property-details/oklahoma-oklahoma/820-prairie-dunes-way-edmond-73003/1710599","820 Prairie Dunes Way Edmond OK 73003",73003,"$255,000 ","For Sale",11/28/20,"10,206","-4.60%","$56,865 ",2004,"20%","11.10%","7 | 10 | 10",5,A,"Sparse Suburban","41%","59%","$1,069 ","$165,100 ","24,147",,,,,,
,"https://www.roofstock.com/investment-property-details/oklahoma-oklahoma/109-stonebrook-way-edmond-73003/1710614","109 Stonebrook Way Edmond OK 73003",73003,"$247,940 ","For Sale",5/31/20,"7,919","-0.20%","$55,291 ",2002,"20%","14.70%","7 | 10 | 10",5,A,"Sparse Suburban","41%","59%","$1,069 ","$165,100 ","24,147",,,,,,
,"https://www.roofstock.com/investment-property-details/indianapolis-indiana/1177-kenwood-dr-greenwood-46143/1743663","1177 Kenwood Dr Greenwood IN 46143",46143,"$135,000",---,06/30/2021,"3,311","3.7%","$31,389",1998,"20%","9.2%","6 | 7 | 6",4.0,A,"Dense Suburban","34%","66%","$970","$179,400","56,217",,,,,,
,"https://www.roofstock.com/investment-property-details/texas-texas/10604-cochron-dr-mckinney-75072/1779380","10604 Cochron Dr McKinney TX 75072",75072,"$330,000 ","For Sale",Vacant,"4,791","-5.80%","$73,590 ",2007,"20%","9.10%","9 | 9 | 8",5,,,,,,,na,,,,,,
,"https://www.roofstock.com/investment-property-details/oklahoma-oklahoma/12520-williamsport-ave-oklahoma-city-73120/1710660","12520 Williamsport Ave Oklahoma City OK 73120",73120,"$191,290 ","For Sale",7/31/20,"7,344","0.90%","$42,658 ",2009,"20%","15.50%","1 | 2 | 4",3.5,A,"Dense Suburban","47%","53%","$827 ","$166,300 ","35,771",,,,,,
,"https://www.roofstock.com/investment-property-details/cleveland-ohio/3435-brookview-blvd-parma-44134/1770579","3435 Brookview Blvd Parma OH 44134",44134,"$132,000",---,M/M,"4,399","3.7%","$37,631",1928,"20%","5.8%","4 | 7 | 3",3.5,B-,"Dense Suburban","23%","77%","$870","$109,700","37,533",,,,,,
,"https://www.roofstock.com/investment-property-details/birmingham-alabama/1004-shelton-st-birmingham-35215/1727160","1004 Shelton St Birmingham AL 35215",35215,"$99,900 ","For Sale",2/26/21,"14,810","2.20%","$22,690 ",1955,"20%","12.20%","2 | 2 | 3",2.5,"C+","Sparse Suburban","45%","55%","$850 ","$100,300 ","48,483",,,,,,
,"https://www.roofstock.com/investment-property-details/detroit-michigan/1126-magnolia-dr-inkster-48141/1762719","1126 Magnolia Dr Inkster MI 48141",48141,"$90,000 ","For Sale",9/30/20,"7,449","3.70%","$22,607 ",1952,"20%","9.30%","4 | 3 | 8",2,C,"Dense Suburban","55%","45%","$834 ","$47,000 ","24,615",,,,,,
,"https://www.roofstock.com/investment-property-details/augusta-georgia/619-ventana-dr-evans-30809/1762675","619 Ventana Dr Evans GA 30809",30809,"$209,900 ","For Sale",3/21/21,"9,148","2.30%","$46,808 ",2006,"20%","14.00%","8 | 6 | 8",5,A,Rural,"16%","84%","$1,390 ","$249,000 ","45,542",,,,,,
,"https://www.roofstock.com/investment-property-details/chicago-indiana/6941-alexander-ave-hammond-46323/1760563","6941 Alexander Ave Hammond IN 46323",46323,"$149,500 ","For Sale",3/31/21,"6,731","7.40%","$37,171 ",1928,"20%","14.60%","3 | 4 | 1",2.5,B,"Sparse Suburban","35%","65%","$943 ","$92,100 ","22,185",,,,,,
,"https://www.roofstock.com/investment-property-details/san%20antonio-texas/9708-autumn-arbor-converse-78109/1753450","9708 Autumn Arbor Converse TX 78109",78109,"$196,950 ","For Sale",6/30/21,"4,748","-1.20%","$44,828 ",2005,"20%","13.30%","7 | 5 | 9",3.5,"B+","Sparse Suburban","28%","72%","$1,216 ","$148,300 ","40,011",,,,,,
,"https://www.roofstock.com/investment-property-details/indiana-indiana/4232-timber-creek-pkwy-new-haven-46774/1774975","4232 Timber Creek Pkwy New Haven IN 46774",46774,"$160,000 ","For Sale",1/31/21,"7,080","2.60%","$35,680 ",2012,"20%","12.50%","4 | 3 | 2",3.5,B,"Sparse Suburban","21%","79%","$856 ","$112,000 ","17,456",,,,,,
,"https://www.roofstock.com/investment-property-details/san%20antonio-texas/8523-timber-west-st-san-antonio-78250/1779348","8523 Timber West St San Antonio TX 78250",78250,"$225,000 ","For Sale",Vacant,"8,400","-6.60%","$50,175 ",1981,"20%","9.50%","6 | 5 | 6",4,A-,"Sparse Suburban","24%","76%","$1,172 ","$143,700 ","60,967",,,,,,
,"https://www.roofstock.com/investment-property-details/cincinnati-ohio/10142-pippin-meadows-dr-cincinnati-45231/1739087","10142 Pippin Meadows Dr Cincinnati OH 45231",45231,"$199,900","For Sale",04/30/2021,"9,496","1.7%","$44,875",1998,"20%","11.3%","3 | 3 | 2",3.0,B,"Sparse Suburban","32%","68%","$838","$107,100","40,071",,,,,,
,"https://www.roofstock.com/investment-property-details/chicago-illinois/15340-harper-ave-dolton-60419/1771712","15340 Harper Ave Dolton IL 60419",60419,"$147,000","For Sale",12/31/2020,"6,650","-0.8%","$32,866",1970,"20%","9.5%","2 | 2 | 1",1.5,C-,"Sparse Suburban","34%","66%","$1,185","$98,000","22,644",,,,,,
,"https://www.roofstock.com/investment-property-details/missouri-missouri/90-la-venta-dr-florissant-63031/1776082","90 La Venta Dr Florissant MO 63031",63031,"$95,000",---,M/M,"7,501","10.0%","$21,318",1956,"20%","21.4%","3 | 2 | 3",3.0,A-,"Sparse Suburban","28%","72%","$1,053","$101,200","47,419",,,,,,
,"https://www.roofstock.com/investment-property-details/georgia-georgia/3711-saint-marys-rd-columbus-31906/1779986","3711 Saint Marys Rd Columbus GA 31906",31906,"$51,000","For Sale",02/28/2021,"12,197","8.4%","$53,155",1957,"100%","9.0%","4 | 2 | 4",1.5,B-,"Dense Suburban","58%","42%","$744","$123,400","20,742",,,,,,
,"https://www.roofstock.com/investment-property-details/chicago-indiana/25-n-wilson-st-hobart-46342/1775893","25 N Wilson St Hobart IN 46342",46342,"$135,000 ","For Sale",2/28/21,"6,708","2.70%","$34,337 ",1956,"20%","9.80%","8 | 6 | 5",3.5,B,"Sparse Suburban","23%","77%","$911 ","$131,100 ","30,634",,,,,,
,"https://www.roofstock.com/investment-property-details/missouri-missouri/171-anistasia-dr-saint-louis-63135/1775909","171 Anistasia Dr Saint Louis MO 63135",63135,"$79,806 ","For Sale",12/31/20,"6,251","8.30%","$81,381 ",1952,"100%","10.30%","1 | 2 | 1",2.5,B,"Sparse Suburban","40%","60%","$927 ","$79,000 ","21,869",,,,,,
,"https://www.roofstock.com/investment-property-details/north%20%20carolina-north%20carolina/313-brookside-dr-asheboro-27203/1779142","313 Brookside Dr Asheboro NC 27203",27203,"$75,000 ","For Sale",8/31/21,"8,712","10.20%","$18,363 ",1950,"20%","17.40%","4 | 5 | 4",2.5,"B+","Sparse Suburban","54%","46%","$643 ","$104,400 ","21,684",,,,,,
,"https://www.roofstock.com/investment-property-details/indianapolis-indiana/8509-georgiana-ln-indianapolis-46226/1737724","8509 Georgiana Ln Indianapolis IN 46226",46226,"$87,186","For Sale",07/31/2019,"7,100","11.1%","$22,631",1962,"20%","14.5%","6 | 6 | 1",1.5,B,"Dense Suburban","53%","47%","$810","$86,300","46,110",,,,,,
,"https://www.roofstock.com/investment-property-details/indianapolis-indiana/9129-shenandoah-dr-indianapolis-46229/1758266","9129 Shenandoah Dr Indianapolis IN 46229",46229,"$132,000 ","For Sale",2/28/21,"11,282","7.20%","$30,281 ",1965,"20%","12.80%","2 | 2 | 2",2.5,B,"Sparse Suburban","40%","60%","$930 ","$113,300 ","28,755",,,,,,
,"https://www.roofstock.com/investment-property-details/birmingham-alabama/3700-sharon-ln-bessemer-35023/1752735","3700 Sharon Ln Bessemer AL 35023",35023,"$140,000 ","For Sale",6/30/21,"53,775","2.60%","$32,241 ",1961,"20%","12.20%","5 | 3 | 3",2.5,B-,Rural,"26%","74%","$867 ","$114,800 ","24,293",,,,,,
,"https://www.roofstock.com/investment-property-details/orlando-florida/1336-timberbend-cir-orlando-32824/1782596","1336 Timberbend Cir Orlando FL 32824",32824,"$250,000","For Sale",Vacant,"4,624","-4.7%","$60,750",1998,"20%","9.9%","8 | 3 | 5",4.0,"B+","Sparse Suburban","33%","67%","$1,434","$204,200","46,545",,,,,,
,"https://www.roofstock.com/investment-property-details/dallas-texas/2346-highland-road-dallas-75228/1751508","2346 Highland Road Dallas TX 75228",75228,"$299,000 ","For Sale",5/31/20,"12,023","-3.20%","$68,833 ",1999,"20%","11.80%","2 | 7 | 4",3,B,"Urban Suburban Mix","53%","47%","$841 ","$130,800 ","73,606",,,,,,
,"https://www.roofstock.com/investment-property-details/houston-texas/549-roanoke-dr-conroe-77302/1780466","549 Roanoke Dr Conroe TX 77302",77302,"$179,900 ","For Sale",5/31/21,"10,562","1.20%","$43,823 ",1972,"20%","15.70%","4 | 6 | 4",4,"B+","Suburban Rural Mix","17%","83%","$1,067 ","$163,100 ","18,972",,,,,,
"Too high price for my budget.","https://www.roofstock.com/investment-property-details/dallas-texas/900-parkplace-rdg-princeton-75407/1762380","900 Parkplace Rdg Princeton TX 75407",75407,"$345,000 ","For Sale",2/28/21,"6,028","-1.90%","$78,194 ",2010,"20%","13.20%","6 | 8 | 6",3.5,"B+","Sparse Suburban","31%","69%","$1,109 ","$172,200 ","16,582",,,,,,
,"https://www.roofstock.com/investment-property-details/atlanta-georgia/117-cotton-dr-stockbridge-30281/1749850","117 Cotton Dr Stockbridge GA 30281",30281,"$154,900 ","For Sale",8/31/20,"2,989","1.60%","$36,628 ",1994,"20%","11.40%","3 | 4 | 5",3,A-,"Sparse Suburban","37%","63%","$1,117 ","$147,200 ","67,533",,,,,,
,"https://www.roofstock.com/investment-property-details/jacksonville-florida/1402-eola-ct-jacksonville-32205/1777504","1402 Eola Ct Jacksonville FL 32205",32205,"$110,000","For Sale",06/30/2021,"16,705","-0.4%","$30,586",1970,"20%","9.3%","1 | 4 | 4",1.5,A-,"Dense Suburban","53%","47%","$897","$146,700","29,499",,,,,,
,"https://www.roofstock.com/investment-property-details/missouri-missouri/1159-prigge-ave-saint-louis-63138/1760652","1159 Prigge Ave Saint Louis MO 63138",63138,"$82,000 ","For Sale",4/30/21,"5,201","6.70%","$88,703 ",1958,"100%","7.70%","2 | 2 | 1",2.5,B-,"Dense Suburban","52%","48%","$777 ","$99,800 ","18,582",,,,,,
"Roof Average (3-5 years remaining) 
and the landscape is full of very tall trees. Not selected","https://www.roofstock.com/investment-property-details/south%20carolina-south%20carolina/1849-koulter-dr-columbia-29210/1658254","1849 Koulter Dr Columbia SC 29210",29210,"$120,000 ",---,5/31/21,"16,800","4.20%","$26,760 ",1972,"20%","14.50%","4 | 3 | 1",3,A-,"Urban Suburban Mix","64%","36%","$858 ","$121,600 ","40,305",,,,,,
,"https://www.roofstock.com/investment-property-details/virginia-virginia/2513-afton-ave-richmond-23224/1770542","2513 Afton Ave Richmond VA 23224",23224,"$145,000 ","For Sale",3/31/21,"10,275","8.40%","$34,397 ",1925,"20%","20.50%","2 | 1 | 1",1.5,B-,"Dense Suburban","65%","35%","$925 ","$115,300 ","40,445",,,,,,
,"https://www.roofstock.com/investment-property-details/san%20antonio-texas/5711-sun-ridge-dr-san-antonio-78247/1779404","5711 Sun Ridge Dr San Antonio TX 78247",78247,"$192,000 ","For Sale",Vacant,"10,625","-0.30%","$42,816 ",1978,"20%","14.50%","6 | 4 | 5",4,A,"Sparse Suburban","24%","76%","$1,228 ","$169,800 ","53,315",,,,,,
,"https://www.roofstock.com/investment-property-details/augusta-georgia/2005-magnolia-pkwy-grovetown-30813/1762687","2005 Magnolia Pkwy Grovetown GA 30813",30813,"$209,500 ","For Sale",4/30/21,"9,102","2.40%","$46,719 ",2002,"20%","14.10%","6 | 6 | 8",4,A,"Suburban Rural Mix","26%","74%","$1,193 ","$175,800 ","44,065",,,,,,
,"https://www.roofstock.com/investment-property-details/orlando-florida/323-colony-kissimmee-34758/1782554","323 COLONY Kissimmee FL 34758",34758,"$184,999","For Sale",Vacant,"8,233","-1.5%","$44,755",1985,"20%","12.6%",,2.5,B-,Rural,"31%","69%","$1,207 ","$164,200 ","41,094",,,,,,
,"https://www.roofstock.com/investment-property-details/kansas-kansas/8333-e-indianapolis-st-wichita-67207/1779453","8333 E Indianapolis St Wichita KS 67207",67207,"$99,999 ","For Sale",4/30/21,"8,712","6.50%","$25,785 ",1954,"20%","16.40%","1 | 1 | 1",2.5,A-,"Dense Suburban","50%","50%","$780 ","$143,000 ","28,313",,,,,,
,"https://www.roofstock.com/investment-property-details/alabama-alabama/3156-woodfern-dr-montgomery-36111/1752303","3156 Woodfern Dr Montgomery AL 36111",36111,"$139,900 ","For Sale",12/31/20,"12,959","10.70%","$35,929 ",1967,"20%","15.60%","2 | 2 | 1",2.5,"B+","Sparse Suburban","44%","56%","$829 ","$144,200 ","12,369",,,,,,
,"https://www.roofstock.com/investment-property-details/atlanta-georgia/6010-winding-lakes-dr-cumming-30028/1742836","6010 Winding Lakes Dr Cumming GA 30028",30028,"$396,900 ","For Sale",8/31/20,"11,240","3.70%","$88,806 ",2019,"20%","14.40%","8 | 5 | 6",4,A,Rural,"13%","87%","$1,153 ","$260,100 ","24,978",,,,,,
,"https://www.roofstock.com/investment-property-details/augusta-georgia/605-ventana-dr-evans-30809/1762669","605 Ventana Dr Evans GA 30809",30809,"$235,000 ","For Sale",5/9/21,"8,276","2.40%","$52,405 ",2006,"20%","14.10%","8 | 6 | 8",5,A,Rural,"16%","84%","$1,390 ","$249,000 ","45,542",,,,,,
,"https://www.roofstock.com/investment-property-details/san%20francisco%20-%20east%20bay-california/1650-5th-st-richmond-94801/1777506","1650 5th St Richmond CA 94801",94801,"$529,000","For Sale",M/M,"5,130","1.1%","$117,967",1959,"20%","23.5%","1 | 1 | 9",1.5,C,"Dense Suburban","56%","44%","$1,310","$335,400","29,958",,,,,,
,"https://www.roofstock.com/investment-property-details/pennsylvania-pennsylvania/258-burmont-rd-drexel-hill-19026/1771145","258 Burmont Rd Drexel Hill PA 19026",19026,"$169,900 ",---,3/31/21,"2,570","0.80%","$38,663 ",1926,"20%","14.80%","4 | 3 | 5",3,A-,"Dense Suburban","35%","65%","$1,085 ","$185,400 ","31,072",,,,,,
,"https://www.roofstock.com/investment-property-details/missouri-missouri/3870-fairway-dr-florissant-63033/1657465","3870 Fairway Dr Florissant MO 63033",63033,"$153,700 ","For Sale",6/30/21,"11,561","4.20%","$34,275 ",1964,"20%","16.50%","2 | 2 | 2",3,"B+","Dense Suburban","36%","64%","$962 ","$108,400 ","42,991",,,,,,
,"https://www.roofstock.com/investment-property-details/birmingham-alabama/5485-park-side-rd-hoover-35244/1753951","5485 Park Side Rd Hoover AL 35244",35244,"$239,500 ","For Sale",Vacant,"5,896","3.50%","$54,538 ",2018,"20%","13.30%","7 | 9 | 9",5,"A+","Dense Suburban","32%","68%","$1,121 ","$293,600 ","31,930",,,,,,
,"https://www.roofstock.com/investment-property-details/texas-texas/1413-timberline-dr-mckinney-75072/1779403","1413 Timberline Dr McKinney TX 75072",75072,"$385,000 ","For Sale",Vacant,"8,276","-8.00%","$85,855 ",1999,"20%","7.40%","8 | 8 | 6",5,,,,,,,,,,,,,
,"https://www.roofstock.com/investment-property-details/kansas%20city-missouri/3416-park-ave-kansas-city-64109/1742768","3416 Park Ave Kansas City MO 64109",64109,"$74,950 ","For Sale",1/31/21,"3,920","4.50%","$16,886 ",1908,"20%","13.20%","1 | 1 | 9",1,B,"Urban Suburban Mix","59%","41%","$747 ","$120,400 ","9,647",,,,,,
,"https://www.roofstock.com/investment-property-details/memphis-tennessee/2463-brewster-ave-memphis-38127/1748612","2463 Brewster Ave Memphis TN 38127",38127,"$69,900 ","For Sale",7/31/21,"13,200","10.90%","$16,278 ",1961,"20%","18.60%","3 | 2 | 1",1.5,C,"Sparse Suburban","54%","46%","$886 ","$58,200 ","44,227",,,,,,
,"https://www.roofstock.com/investment-property-details/orlando-florida/554-windy-pine-way-oviedo-32765/1677673","554 Windy Pine Way Oviedo FL 32765",32765,"$410,000 ","For Sale",10/31/20,"4,356","-0.40%","$91,430 ",2016,"20%","15.60%","8 | 9 | 8",4.5,"A+","Sparse Suburban","30%","70%","$1,384 ","$270,300 ","65,151",,,,,,
"rats present.","https://www.roofstock.com/investment-property-details/atlanta-georgia/2389-cragstone-ct--lithonia-30058/1755351","2389 Cragstone Ct  Lithonia GA 30058",30058,"$187,000 ","For Sale",2/20/21,"13,068","6.50%","$45,344 ",1985,"20%","15.20%","2 | 2 | 3",2.5,B,"Sparse Suburban","43%","57%","$1,104 ","$117,300 ","57,658",,,,,,
,"https://www.roofstock.com/investment-property-details/indianapolis-indiana/4224-moline-dr-indianapolis-46221/1680473","4224 Moline Dr Indianapolis IN 46221",46221,"$97,900 ","For Sale",9/30/20,"14,375","3.00%","$23,210 ",1960,"20%","8.40%","3 | 3 | 3",2,B-,"Sparse Suburban","40%","60%","$858 ","$104,200 ","26,984",,,,,,
,"https://www.roofstock.com/investment-property-details/houston-texas/6023-fontenelle-dr-houston-77035/1759187","6023 Fontenelle Dr Houston TX 77035",77035,"$194,945 ",,8/31/21,"8,637","0.50%","$45,190 ",1963,"20%","16.30%","1 | 4 | 2",,"B+","Urban Suburban Mix","58%","42%","$864 ","$210,100 ","38,524",,,,,,
"High Property taxes (33%). Very far from Major city Chicago. Not selected.","https://www.roofstock.com/investment-property-details/chicago-illinois/1059-barlina-rd-crystal-lake-60014/1762967","1059 Barlina Rd Crystal Lake IL 60014",60014,"$224,500 ","For Sale",4/30/21,"10,967","-0.10%","$53,865 ",1983,"20%","8.50%","8 | 8 | 10",5,A,"Sparse Suburban","22%","78%","$1,271 ","$223,500 ","48,443",,,,,,
,"https://www.roofstock.com/investment-property-details/indianapolis-indiana/5270-n-kercheval-dr-indianapolis-46226/1706048","5270 N Kercheval Dr Indianapolis IN 46226",46226,"$125,000 ","For Sale",6/23/20,"8,146","1.80%","$29,444 ",1953,"20%","7.10%","2 | 4 | 3",3,B,"Dense Suburban","53%","47%","$810 ","$86,300 ","46,110",,,,,,
,"https://www.roofstock.com/investment-property-details/mississippi-mississippi/4856-15th-pl-meridian-39305/1761039","4856 15th Pl Meridian MS 39305",39305,"$167,900 ","For Sale",1/31/21,"9,144","4.20%","$39,372 ",1960,"20%","16.30%","7 | 4 | 3",4.5,A-,"Sparse Suburban","33%","67%","$860 ","$147,600 ","20,524",,,,,,
,"https://www.roofstock.com/investment-property-details/chicago-illinois/1061-e-80th-st-chicago-60619/1780645","1061 E 80th St Chicago IL 60619",60619,"$325,000 ","For Sale",Vacant,"5,850","12.20%","$73,211 ",1963,"20%","20.80%","2 | 2 | 1",,C,"Urban Suburban Mix","59%","41%","$877 ","$156,100 ","61,258",,,,,,
,"https://www.roofstock.com/investment-property-details/orlando-florida/4555-malibu-st-orlando-32811/1769813","4555 Malibu St Orlando FL 32811",32811,"$120,000 ","For Sale",12/31/20,"7,511","2.80%","$28,567 ",1967,"20%","16.70%","9 | 9 | 2",1.5,A-,"Urban Suburban Mix","76%","24%","$1,080 ","$86,800 ","41,246",,,,,,
,"https://www.roofstock.com/investment-property-details/dallas-texas/4140-tupelo-trl-fort-worth-76244/1779375","4140 Tupelo Trl Fort Worth TX 76244",76244,"$264,900 ","For Sale",Vacant,"5,500","-4.50%","$59,073 ",1999,"20%","11.50%","4 | 6 | 6",4.5,A,"Sparse Suburban","21%","79%","$1,655 ","$237,400 ","76,882",,,,,,
